,name,t_wins,t_losses,t_nc,t_draws,total,rounds,kd,kd_round,win_p,sig_strikes,sig_strikes_att,rounds_per_fight,time_min,time_per_fight,sig_str_per_min,ground_control
523,Hatsu Hioki,3.0,5.0,0.0,0.0,8.0,22.0,0.0,0.0,0.375,252.0,578.0,2.75,108.75,13.59375,2.317241379310345,37.8
524,Hayder Hassan,0.0,2.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,18.0,39.0,1.5,8.533333333333333,4.266666666666667,2.109375,0.0
525,Heath Herring,2.0,3.0,0.0,0.0,5.0,15.0,5.0,0.3333333333333333,0.4,172.0,412.0,3.0,75.0,15.0,2.2933333333333334,19.383333333333333
526,Hector Lombard,3.0,8.0,0.0,0.0,12.0,29.0,7.0,0.2413793103448276,0.25,435.0,889.0,2.4166666666666665,130.2,10.85,3.3410138248847927,28.35
527,Hector Sandoval,2.0,2.0,0.0,0.0,4.0,6.0,0.0,0.0,0.5,71.0,136.0,1.5,21.466666666666665,5.366666666666666,3.3074534161490687,3.75
528,Hector Urbina,1.0,2.0,0.0,0.0,3.0,5.0,0.0,0.0,0.3333333333333333,19.0,49.0,1.6666666666666667,19.633333333333333,6.544444444444444,0.967741935483871,1.7666666666666666
529,Heili Alateng,2.0,1.0,0.0,0.0,3.0,9.0,0.0,0.0,0.6666666666666666,129.0,391.0,3.0,45.0,15.0,2.8666666666666667,6.183333333333334
530,Henrique da Silva,2.0,4.0,0.0,0.0,6.0,11.0,0.0,0.0,0.3333333333333333,184.0,326.0,1.8333333333333333,46.0,7.666666666666667,4.0,8.616666666666667
531,Henry Briones,1.0,4.0,0.0,0.0,5.0,12.0,1.0,0.08333333333333333,0.2,178.0,417.0,2.4,51.3,10.26,3.469785575048733,0.7166666666666667
532,Henry Cejudo,10.0,2.0,0.0,0.0,12.0,32.0,5.0,0.15625,0.8333333333333334,583.0,1268.0,2.6666666666666665,148.58333333333331,12.381944444444443,3.92372406057207,34.800000000000004
533,Henry Martinez,1.0,2.0,0.0,0.0,3.0,8.0,0.0,0.0,0.3333333333333333,106.0,417.0,2.6666666666666665,37.95,12.65,2.793148880105402,2.3833333333333333
534,Herbert Burns,2.0,1.0,0.0,0.0,3.0,4.0,1.0,0.25,0.6666666666666666,22.0,49.0,1.3333333333333333,13.666666666666668,4.555555555555556,1.6097560975609755,4.866666666666667
535,Hermes Franca,6.0,5.0,0.0,0.0,11.0,32.0,4.0,0.125,0.5454545454545454,258.0,659.0,2.909090909090909,149.55,13.595454545454546,1.725175526579739,18.333333333333336
536,Hernani Perpetuo,0.0,2.0,0.0,0.0,2.0,6.0,0.0,0.0,0.0,82.0,282.0,3.0,30.0,15.0,2.7333333333333334,0.7666666666666666
537,Holly Holm,7.0,5.0,0.0,0.0,12.0,43.0,2.0,0.046511627906976744,0.5833333333333334,648.0,1704.0,3.5833333333333335,204.8,17.066666666666666,3.1640625,38.68333333333334
538,Horacio Gutierrez,0.0,2.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,15.0,56.0,2.0,17.53333333333333,8.766666666666666,0.855513307984791,0.0
539,Houston Alexander,2.0,4.0,0.0,0.0,6.0,8.0,3.0,0.375,0.3333333333333333,92.0,165.0,1.3333333333333333,25.25,4.208333333333333,3.6435643564356437,1.8499999999999999
540,Hu Yaozong,0.0,2.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,100.0,192.0,2.5,22.55,11.275,4.434589800443459,5.6
541,Hugo Viana,3.0,3.0,0.0,0.0,6.0,14.0,4.0,0.2857142857142857,0.5,205.0,532.0,2.3333333333333335,67.28333333333333,11.213888888888889,3.046816943274709,7.95
542,Humberto Bandenay,1.0,3.0,0.0,0.0,4.0,8.0,1.0,0.125,0.25,69.0,165.0,2.0,31.083333333333332,7.770833333333333,2.219839142091153,3.833333333333333
543,Hunter Azure,2.0,1.0,0.0,0.0,3.0,8.0,1.0,0.125,0.6666666666666666,145.0,306.0,2.6666666666666665,38.666666666666664,12.888888888888888,3.7500000000000004,8.866666666666665
544,Hyun Gyu Lim,3.0,4.0,0.0,0.0,7.0,15.0,4.0,0.26666666666666666,0.42857142857142855,286.0,697.0,2.142857142857143,64.3,9.185714285714285,4.447900466562986,1.3
545,Ian Entwistle,1.0,2.0,0.0,0.0,3.0,3.0,0.0,0.0,0.3333333333333333,1.0,13.0,1.0,8.7,2.9,0.1149425287356322,0.5666666666666667
546,Ian Freeman,3.0,2.0,0.0,1.0,6.0,11.0,0.0,0.0,0.5,99.0,196.0,1.8333333333333333,46.25,7.708333333333333,2.1405405405405404,17.383333333333333
547,Ian Heinisch,3.0,2.0,0.0,0.0,5.0,13.0,2.0,0.15384615384615385,0.6,225.0,433.0,2.6,61.233333333333334,12.246666666666666,3.6744692433315187,8.916666666666668
548,Ian Loveland,1.0,2.0,0.0,0.0,3.0,9.0,2.0,0.2222222222222222,0.3333333333333333,122.0,304.0,3.0,45.0,15.0,2.7111111111111112,9.133333333333333
549,Ian McCall,2.0,3.0,0.0,1.0,6.0,18.0,0.0,0.0,0.3333333333333333,346.0,826.0,3.0,90.0,15.0,3.8444444444444446,15.566666666666666
550,Igor Araujo,2.0,2.0,0.0,0.0,4.0,11.0,0.0,0.0,0.5,80.0,190.0,2.75,52.516666666666666,13.129166666666666,1.5233259282767375,16.483333333333334
551,Igor Pokrajac,4.0,8.0,0.0,0.0,13.0,28.0,4.0,0.14285714285714285,0.3076923076923077,272.0,592.0,2.1538461538461537,121.01666666666667,9.308974358974359,2.247624294174356,22.0
552,Ike Villanueva,0.0,2.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,23.0,61.0,1.5,7.333333333333333,3.6666666666666665,3.1363636363636367,0.9666666666666667
553,Ikuhisa Minowa,1.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,3.0,19.0,3.0,11.9,11.9,0.25210084033613445,7.45
554,Ildemar Alcantara,4.0,3.0,0.0,0.0,7.0,20.0,0.0,0.0,0.5714285714285714,188.0,486.0,2.857142857142857,97.65,13.950000000000001,1.9252432155657961,16.416666666666664
555,Iliarde Santos,0.0,3.0,0.0,0.0,3.0,6.0,0.0,0.0,0.0,81.0,270.0,2.0,27.03333333333333,9.011111111111111,2.996300863131936,3.3833333333333337
556,Ilir Latifi,7.0,6.0,0.0,0.0,13.0,25.0,4.0,0.16,0.5384615384615384,209.0,514.0,1.9230769230769231,103.96666666666665,7.997435897435897,2.0102596986213532,25.85
557,Impa Kasanganay,1.0,1.0,0.0,0.0,2.0,5.0,0.0,0.0,0.5,113.0,277.0,2.5,22.05,11.025,5.124716553287982,0.25
558,Ion Cutelaba,4.0,4.0,0.0,0.0,8.0,15.0,1.0,0.06666666666666667,0.5,307.0,776.0,1.875,57.983333333333334,7.247916666666667,5.294624892210405,7.516666666666667
559,Irene Aldana,5.0,4.0,0.0,0.0,9.0,27.0,1.0,0.037037037037037035,0.5555555555555556,736.0,1896.0,3.0,133.25,14.805555555555555,5.523452157598499,1.8500000000000003
560,Irwin Rivera,1.0,2.0,0.0,0.0,3.0,9.0,0.0,0.0,0.3333333333333333,151.0,343.0,3.0,45.0,15.0,3.3555555555555556,1.3833333333333333
561,Isaac Vallie-Flagg,1.0,3.0,0.0,0.0,4.0,12.0,0.0,0.0,0.25,284.0,619.0,3.0,60.0,15.0,4.733333333333333,9.016666666666666
562,Islam Makhachev,7.0,1.0,0.0,0.0,8.0,17.0,2.0,0.11764705882352941,0.875,158.0,281.0,2.125,75.06666666666666,9.383333333333333,2.104795737122558,36.099999999999994
563,Ismail Naurdiev,2.0,2.0,0.0,0.0,4.0,12.0,0.0,0.0,0.5,190.0,359.0,3.0,60.0,15.0,3.1666666666666665,10.216666666666669
564,Israel Adesanya,9.0,0.0,0.0,0.0,9.0,28.0,11.0,0.39285714285714285,1.0,558.0,1116.0,3.111111111111111,136.0,15.11111111111111,4.102941176470588,2.8666666666666667
565,Iuri Alcantara,10.0,7.0,0.0,0.0,18.0,40.0,4.0,0.1,0.5555555555555556,472.0,1029.0,2.2222222222222223,174.23333333333332,9.679629629629629,2.7090109049167785,27.716666666666676
566,Ivan Jorge,2.0,2.0,0.0,0.0,4.0,10.0,0.0,0.0,0.5,164.0,332.0,2.5,48.083333333333336,12.020833333333334,3.410745233968804,16.316666666666666
567,Ivan Menjivar,4.0,5.0,0.0,0.0,9.0,19.0,2.0,0.10526315789473684,0.4444444444444444,207.0,568.0,2.111111111111111,87.55,9.727777777777778,2.364363221016562,4.2
568,Ivan Salaverry,3.0,4.0,0.0,0.0,7.0,13.0,1.0,0.07692307692307693,0.42857142857142855,115.0,240.0,1.8571428571428572,51.41666666666667,7.345238095238096,2.2366288492706645,7.666666666666667
569,Izabela Badurek,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,32.0,45.0,2.0,8.566666666666666,8.566666666666666,3.735408560311284,3.15
570,JJ Aldrich,4.0,3.0,0.0,0.0,7.0,20.0,0.0,0.0,0.5714285714285714,380.0,948.0,2.857142857142857,98.01666666666667,14.002380952380951,3.8768916850875703,11.150000000000002
571,Jacare Souza,9.0,5.0,0.0,0.0,14.0,33.0,3.0,0.09090909090909091,0.6428571428571429,432.0,828.0,2.357142857142857,151.83333333333331,10.845238095238093,2.845225027442371,44.400000000000006
572,Jack Hermansson,8.0,3.0,0.0,0.0,11.0,21.0,0.0,0.0,0.7272727272727273,417.0,859.0,1.9090909090909092,82.14999999999999,7.468181818181818,5.076080340839927,21.9
573,Jack Marshman,3.0,4.0,0.0,0.0,7.0,15.0,3.0,0.2,0.42857142857142855,176.0,623.0,2.142857142857143,66.71666666666667,9.530952380952382,2.638021483887085,0.2833333333333333
574,Jack Nilson,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,11.0,13.0,1.0,1.3833333333333333,1.3833333333333333,7.951807228915663,0.0
575,Jack Shore,2.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0,1.0,75.0,137.0,2.5,20.333333333333332,10.166666666666666,3.6885245901639347,11.933333333333334
576,Jacob Volkmann,6.0,4.0,0.0,0.0,10.0,24.0,0.0,0.0,0.6,134.0,389.0,2.4,113.0,11.3,1.1858407079646018,56.1
577,Jake Collier,3.0,4.0,0.0,0.0,7.0,15.0,2.0,0.13333333333333333,0.42857142857142855,264.0,669.0,2.142857142857143,63.666666666666664,9.095238095238095,4.146596858638744,11.066666666666666
578,Jake Ellenberger,10.0,11.0,0.0,0.0,21.0,41.0,11.0,0.2682926829268293,0.47619047619047616,417.0,1060.0,1.9523809523809523,168.95,8.045238095238094,2.4681858538029005,34.75
579,Jake Hecht,1.0,2.0,0.0,0.0,3.0,6.0,0.0,0.0,0.3333333333333333,72.0,151.0,2.0,22.083333333333336,7.361111111111112,3.2603773584905658,3.1333333333333333
580,Jake Lindsey,0.0,3.0,0.0,0.0,3.0,6.0,0.0,0.0,0.0,79.0,150.0,2.0,22.933333333333334,7.644444444444445,3.4447674418604652,3.1333333333333333
581,Jake Matthews,10.0,4.0,0.0,0.0,14.0,34.0,4.0,0.11764705882352941,0.7142857142857143,498.0,1072.0,2.4285714285714284,157.91666666666669,11.279761904761907,3.1535620052770446,51.4
582,Jake O'Brien,4.0,3.0,0.0,0.0,7.0,16.0,1.0,0.0625,0.5714285714285714,92.0,289.0,2.2857142857142856,69.9,9.985714285714286,1.3161659513590842,35.083333333333336
583,Jake Rosholt,1.0,2.0,0.0,0.0,3.0,5.0,0.0,0.0,0.3333333333333333,28.0,58.0,1.6666666666666667,16.53333333333333,5.51111111111111,1.6935483870967745,4.916666666666666
584,Jake Shields,4.0,3.0,0.0,0.0,8.0,26.0,0.0,0.0,0.5,349.0,1103.0,3.25,125.88333333333333,15.735416666666666,2.7724083145769893,36.5
585,Jalin Turner,3.0,2.0,0.0,0.0,5.0,9.0,3.0,0.3333333333333333,0.6,196.0,434.0,1.8,37.099999999999994,7.419999999999999,5.283018867924529,7.449999999999999
586,Jamahal Hill,2.0,0.0,0.0,0.0,2.0,4.0,2.0,0.5,1.0,115.0,257.0,2.0,16.85,8.425,6.824925816023739,0.06666666666666667
587,Jamall Emmers,1.0,1.0,0.0,0.0,2.0,6.0,0.0,0.0,0.5,157.0,323.0,3.0,30.0,15.0,5.233333333333333,7.833333333333333
588,James Head,2.0,3.0,0.0,0.0,5.0,9.0,1.0,0.1111111111111111,0.4,101.0,208.0,1.8,36.699999999999996,7.339999999999999,2.7520435967302457,4.75
589,James Irvin,4.0,6.0,0.0,0.0,10.0,12.0,3.0,0.25,0.4,59.0,121.0,1.2,28.766666666666666,2.8766666666666665,2.0509849362688297,1.7000000000000002
590,James Krause,8.0,4.0,0.0,0.0,12.0,29.0,3.0,0.10344827586206896,0.6666666666666666,688.0,1398.0,2.4166666666666665,136.85000000000002,11.404166666666669,5.027402265253927,32.03333333333333
591,James McSweeney,1.0,2.0,0.0,0.0,3.0,7.0,0.0,0.0,0.3333333333333333,113.0,205.0,2.3333333333333335,28.666666666666668,9.555555555555555,3.941860465116279,8.483333333333333
592,James Moontasri,2.0,4.0,0.0,0.0,6.0,13.0,2.0,0.15384615384615385,0.3333333333333333,142.0,290.0,2.1666666666666665,59.35,9.891666666666667,2.392586352148273,9.299999999999999
593,James Mulheron,0.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,36.0,114.0,3.0,15.0,15.0,2.4,0.6666666666666666
594,James Te Huna,5.0,5.0,0.0,0.0,10.0,16.0,2.0,0.125,0.5,242.0,471.0,1.6,59.91666666666667,5.991666666666667,4.03894297635605,23.566666666666663
595,James Vick,9.0,5.0,0.0,0.0,14.0,27.0,4.0,0.14814814814814814,0.6428571428571429,472.0,1185.0,1.9285714285714286,114.3,8.164285714285715,4.1294838145231845,7.500000000000001
596,James Wilks,2.0,2.0,0.0,0.0,4.0,10.0,0.0,0.0,0.5,86.0,190.0,2.5,47.349999999999994,11.837499999999999,1.8162618796198524,12.516666666666666
597,Jamie Moyle,1.0,2.0,0.0,0.0,3.0,9.0,0.0,0.0,0.3333333333333333,203.0,394.0,3.0,45.0,15.0,4.511111111111111,2.216666666666667
598,Jamie Varner,3.0,6.0,0.0,0.0,9.0,18.0,2.0,0.1111111111111111,0.3333333333333333,243.0,640.0,2.0,75.6,8.399999999999999,3.2142857142857144,20.299999999999997
599,Jamie Yager,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,29.0,74.0,2.0,9.416666666666668,9.416666666666668,3.0796460176991145,0.0
600,Jan Blachowicz,10.0,5.0,0.0,0.0,15.0,39.0,6.0,0.15384615384615385,0.6666666666666666,621.0,1276.0,2.6,177.7166666666667,11.84777777777778,3.494326174622526,24.083333333333336
601,Jared Cannonier,6.0,4.0,0.0,0.0,10.0,20.0,4.0,0.2,0.6,304.0,592.0,2.0,81.61666666666666,8.161666666666665,3.7247294261792936,5.566666666666666
602,Jared Gordon,4.0,3.0,0.0,0.0,7.0,16.0,0.0,0.0,0.5714285714285714,391.0,708.0,2.2857142857142856,70.45,10.064285714285715,5.5500354861603975,35.33333333333333
603,Jared Hamman,2.0,5.0,0.0,0.0,7.0,13.0,1.0,0.07692307692307693,0.2857142857142857,280.0,675.0,1.8571428571428572,50.71666666666667,7.245238095238095,5.520867564903056,11.216666666666665
604,Jared Papazian,0.0,3.0,0.0,0.0,3.0,7.0,0.0,0.0,0.0,111.0,281.0,2.3333333333333335,33.35,11.116666666666667,3.328335832083958,5.199999999999999
605,Jared Rosholt,6.0,2.0,0.0,0.0,8.0,22.0,0.0,0.0,0.75,222.0,482.0,2.75,106.55,13.31875,2.0835288596902863,44.16666666666667
606,Jarjis Danho,0.0,1.0,0.0,1.0,2.0,6.0,0.0,0.0,0.0,90.0,186.0,3.0,26.516666666666666,13.258333333333333,3.3940917661847894,6.383333333333333
607,Jarred Brooks,2.0,2.0,0.0,0.0,4.0,11.0,0.0,0.0,0.5,112.0,243.0,2.75,52.916666666666664,13.229166666666666,2.116535433070866,22.633333333333333
608,Jason Brilz,3.0,4.0,0.0,0.0,7.0,16.0,0.0,0.0,0.42857142857142855,185.0,459.0,2.2857142857142856,69.51666666666667,9.93095238095238,2.6612323183888758,31.233333333333334
609,Jason Day,1.0,2.0,0.0,0.0,3.0,3.0,0.0,0.0,0.3333333333333333,42.0,80.0,1.0,9.2,3.0666666666666664,4.565217391304349,0.05
610,Jason DeLucia,1.0,2.0,0.0,0.0,3.0,3.0,0.0,0.0,0.3333333333333333,4.0,6.0,1.0,9.266666666666666,3.0888888888888886,0.43165467625899284,0.15
611,Jason Dent,1.0,3.0,0.0,0.0,4.0,9.0,0.0,0.0,0.25,89.0,227.0,2.25,44.36666666666667,11.091666666666667,2.0060105184072126,0.75
612,Jason Gonzalez,1.0,3.0,0.0,0.0,4.0,5.0,0.0,0.0,0.25,46.0,116.0,1.25,15.033333333333333,3.7583333333333333,3.059866962305987,0.11666666666666667
613,Jason High,2.0,3.0,0.0,0.0,5.0,10.0,0.0,0.0,0.4,42.0,119.0,2.0,41.46666666666667,8.293333333333333,1.012861736334405,15.383333333333333
614,Jason Knight,4.0,5.0,0.0,0.0,9.0,24.0,3.0,0.125,0.4444444444444444,338.0,1002.0,2.6666666666666665,114.56666666666668,12.729629629629631,2.950247308699447,18.96666666666667
615,Jason Lambert,4.0,4.0,0.0,0.0,8.0,13.0,3.0,0.23076923076923078,0.5,143.0,246.0,1.625,44.55,5.56875,3.2098765432098766,15.7
616,Jason MacDonald,6.0,8.0,0.0,0.0,14.0,23.0,0.0,0.0,0.42857142857142855,130.0,246.0,1.6428571428571428,83.73333333333335,5.980952380952382,1.5525477707006368,31.1
617,Jason Miller,0.0,3.0,0.0,0.0,3.0,9.0,0.0,0.0,0.0,57.0,194.0,3.0,43.56666666666666,14.52222222222222,1.3083397092578426,4.216666666666666
618,Jason Saggo,3.0,3.0,0.0,0.0,6.0,13.0,1.0,0.07692307692307693,0.5,161.0,405.0,2.1666666666666665,64.38333333333334,10.730555555555556,2.50064716541548,17.75
619,Jason Von Flue,1.0,2.0,0.0,0.0,3.0,7.0,0.0,0.0,0.3333333333333333,45.0,127.0,2.3333333333333335,28.299999999999997,9.433333333333332,1.590106007067138,8.1
620,Jason Young,1.0,3.0,0.0,0.0,4.0,10.0,0.0,0.0,0.25,135.0,364.0,2.5,45.38333333333333,11.345833333333333,2.9746603011384503,10.200000000000001
621,Jay Cucciniello,0.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,14.0,64.0,3.0,15.0,15.0,0.9333333333333333,0.0
622,Jeff Curran,0.0,3.0,0.0,0.0,3.0,9.0,0.0,0.0,0.0,81.0,293.0,3.0,45.0,15.0,1.8,0.9666666666666666
623,Jeff Hougland,1.0,2.0,0.0,0.0,3.0,9.0,0.0,0.0,0.3333333333333333,93.0,193.0,3.0,45.0,15.0,2.066666666666667,4.483333333333333
624,Jeff Monson,4.0,3.0,0.0,0.0,7.0,18.0,1.0,0.05555555555555555,0.5714285714285714,116.0,299.0,2.5714285714285716,85.28333333333333,12.183333333333334,1.360171975767051,27.416666666666664
625,Jenel Lausa,1.0,3.0,0.0,0.0,4.0,11.0,2.0,0.18181818181818182,0.25,78.0,184.0,2.75,54.06666666666666,13.516666666666666,1.4426633785450063,2.683333333333333
626,Jens Pulver,6.0,2.0,0.0,1.0,9.0,26.0,1.0,0.038461538461538464,0.6666666666666666,228.0,583.0,2.888888888888889,116.93333333333334,12.992592592592594,1.9498289623717218,44.650000000000006
627,Jeremy Horn,6.0,7.0,0.0,0.0,13.0,23.0,0.0,0.0,0.46153846153846156,155.0,358.0,1.7692307692307692,100.66666666666667,7.743589743589744,1.5397350993377483,14.516666666666666
628,Jeremy Kennedy,3.0,1.0,0.0,0.0,4.0,11.0,0.0,0.0,0.75,122.0,264.0,2.75,54.95,13.7375,2.2202001819836212,29.866666666666667
629,Jeremy Kimball,1.0,3.0,0.0,0.0,4.0,4.0,1.0,0.25,0.25,30.0,64.0,1.0,10.666666666666668,2.666666666666667,2.8124999999999996,1.4333333333333333
630,Jeremy Larsen,0.0,3.0,0.0,0.0,3.0,6.0,1.0,0.16666666666666666,0.0,88.0,182.0,2.0,18.083333333333332,6.027777777777778,4.8663594470046085,5.15
631,Jeremy Stephens,15.0,17.0,0.0,0.0,33.0,85.0,18.0,0.21176470588235294,0.45454545454545453,1234.0,3017.0,2.5757575757575757,388.44999999999993,11.77121212121212,3.176728021624405,71.25
632,Jerry Bohlander,5.0,2.0,0.0,0.0,7.0,8.0,0.0,0.0,0.7142857142857143,42.0,87.0,1.1428571428571428,49.516666666666666,7.0738095238095235,0.848199259508583,0.0
633,Jess Liaudin,2.0,3.0,0.0,0.0,5.0,9.0,2.0,0.2222222222222222,0.4,90.0,175.0,1.8,36.583333333333336,7.316666666666667,2.460136674259681,13.866666666666667
634,Jessamyn Duke,1.0,3.0,0.0,0.0,4.0,10.0,0.0,0.0,0.25,229.0,431.0,2.5,47.4,11.85,4.831223628691983,4.983333333333333
635,Jesse Bongfeldt,0.0,1.0,0.0,1.0,2.0,4.0,0.0,0.0,0.0,58.0,93.0,2.0,19.9,9.95,2.9145728643216082,5.266666666666667
636,Jesse Forbes,0.0,3.0,0.0,0.0,3.0,5.0,1.0,0.2,0.0,44.0,190.0,1.6666666666666667,20.883333333333333,6.961111111111111,2.1069433359936154,1.7166666666666668
637,Jesse Lennox,1.0,2.0,0.0,0.0,3.0,9.0,0.0,0.0,0.3333333333333333,96.0,362.0,3.0,43.35,14.450000000000001,2.214532871972318,4.433333333333334
638,Jesse Ronson,1.0,3.0,0.0,0.0,4.0,10.0,1.0,0.1,0.25,169.0,344.0,2.5,47.8,11.95,3.5355648535564854,2.3833333333333333
639,Jessica Aguilar,1.0,4.0,0.0,0.0,5.0,13.0,0.0,0.0,0.2,314.0,620.0,2.6,63.68333333333334,12.736666666666668,4.930646427636744,11.266666666666666
640,Jessica Andrade,11.0,6.0,0.0,0.0,17.0,39.0,2.0,0.05128205128205128,0.6470588235294118,1142.0,2299.0,2.2941176470588234,178.56666666666666,10.503921568627451,6.395370543214486,52.516666666666666
641,Jessica Eye,5.0,7.0,0.0,0.0,13.0,39.0,0.0,0.0,0.38461538461538464,683.0,1877.0,3.0,186.93333333333334,14.37948717948718,3.653708987161198,17.516666666666666
642,Jessica Penne,1.0,3.0,0.0,0.0,4.0,11.0,0.0,0.0,0.25,160.0,455.0,2.75,52.300000000000004,13.075000000000001,3.0592734225621414,9.733333333333334
643,Jessica Rakoczy,0.0,2.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,50.0,112.0,2.0,19.983333333333334,9.991666666666667,2.5020850708924103,6.333333333333333
644,Jessica-Rose Clark,3.0,2.0,0.0,0.0,5.0,15.0,0.0,0.0,0.6,348.0,674.0,3.0,74.35,14.87,4.680564895763282,19.56666666666667
645,Jessin Ayari,1.0,3.0,0.0,0.0,4.0,10.0,0.0,0.0,0.25,163.0,432.0,2.5,46.2,11.55,3.528138528138528,1.05
646,Ji Yeon Kim,3.0,3.0,0.0,0.0,6.0,17.0,1.0,0.058823529411764705,0.5,382.0,1113.0,2.8333333333333335,84.98333333333333,14.16388888888889,4.494999019415571,6.233333333333333
647,Jim Alers,1.0,2.0,0.0,0.0,4.0,10.0,1.0,0.1,0.25,135.0,335.0,2.5,46.55,11.6375,2.900107411385607,11.383333333333335
648,Jim Miller,21.0,14.0,0.0,0.0,36.0,80.0,3.0,0.0375,0.5833333333333334,968.0,2377.0,2.2222222222222223,354.2,9.838888888888889,2.7329192546583854,82.28333333333333
649,Jimi Manuwa,6.0,6.0,0.0,0.0,12.0,22.0,3.0,0.13636363636363635,0.5,289.0,533.0,1.8333333333333333,84.33333333333334,7.027777777777779,3.426877470355731,14.583333333333336
650,Jimmie Rivera,7.0,3.0,0.0,0.0,10.0,26.0,3.0,0.11538461538461539,0.7,487.0,1175.0,2.6,122.03333333333333,12.203333333333333,3.990712919967222,9.666666666666668
651,Jimmy Crute,3.0,1.0,0.0,0.0,4.0,6.0,1.0,0.16666666666666666,0.75,54.0,113.0,1.5,24.783333333333335,6.195833333333334,2.178883658372562,12.33333333333333
652,Jimy Hettes,3.0,3.0,0.0,0.0,6.0,14.0,0.0,0.0,0.5,220.0,384.0,2.3333333333333335,63.43333333333334,10.572222222222223,3.4682080924855487,25.716666666666665
653,Joachim Christensen,1.0,3.0,0.0,0.0,4.0,7.0,2.0,0.2857142857142857,0.25,93.0,225.0,1.75,24.633333333333333,6.158333333333333,3.7753721244925575,8.333333333333332
654,Joanna Jedrzejczyk,10.0,4.0,0.0,0.0,14.0,55.0,1.0,0.01818181818181818,0.7142857142857143,1711.0,3559.0,3.9285714285714284,271.70000000000005,19.407142857142862,6.297386823702612,20.983333333333334
655,Joanne Calderwood,6.0,5.0,0.0,0.0,11.0,25.0,3.0,0.12,0.5454545454545454,730.0,1520.0,2.272727272727273,118.30000000000001,10.754545454545456,6.170752324598478,32.616666666666674
656,Joao Zeferino,0.0,2.0,0.0,0.0,2.0,6.0,0.0,0.0,0.0,25.0,68.0,3.0,30.0,15.0,0.8333333333333334,6.466666666666666
657,Joaquim Silva,4.0,2.0,0.0,0.0,6.0,15.0,1.0,0.06666666666666667,0.6666666666666666,250.0,659.0,2.5,63.81666666666666,10.636111111111111,3.917471924784539,2.8666666666666667
658,Joby Sanchez,1.0,4.0,0.0,0.0,5.0,12.0,2.0,0.16666666666666666,0.2,189.0,580.0,2.4,56.3,11.26,3.3570159857904085,4.05
659,Jocelyn Jones-Lybarger,0.0,3.0,0.0,0.0,3.0,9.0,0.0,0.0,0.0,129.0,414.0,3.0,43.65,14.549999999999999,2.9553264604811,4.233333333333333
660,Joe Doerksen,2.0,7.0,0.0,0.0,9.0,22.0,1.0,0.045454545454545456,0.2222222222222222,119.0,275.0,2.4444444444444446,92.16666666666666,10.24074074074074,1.2911392405063293,18.333333333333336
661,Joe Duffy,4.0,4.0,0.0,0.0,8.0,15.0,2.0,0.13333333333333333,0.5,168.0,489.0,1.875,62.68333333333334,7.835416666666667,2.6801382611007707,5.966666666666667
662,Joe Ellenberger,1.0,1.0,0.0,0.0,2.0,6.0,0.0,0.0,0.5,46.0,97.0,3.0,28.4,14.2,1.619718309859155,8.783333333333333
663,Joe Lauzon,15.0,12.0,0.0,0.0,27.0,53.0,3.0,0.05660377358490566,0.5555555555555556,605.0,1525.0,1.962962962962963,213.01666666666665,7.889506172839505,2.8401533526328144,51.78333333333333
664,Joe Moreira,1.0,1.0,0.0,0.0,2.0,3.0,0.0,0.0,0.5,19.0,37.0,1.5,18.0,9.0,1.0555555555555556,0.0
665,Joe Proctor,4.0,4.0,0.0,0.0,8.0,15.0,2.0,0.13333333333333333,0.5,222.0,608.0,1.875,65.41666666666667,8.177083333333334,3.3936305732484073,3.8000000000000007
666,Joe Riggs,5.0,7.0,0.0,0.0,12.0,19.0,1.0,0.05263157894736842,0.4166666666666667,165.0,325.0,1.5833333333333333,66.75,5.5625,2.4719101123595504,22.133333333333333
667,Joe Slick,1.0,1.0,0.0,0.0,2.0,4.0,0.0,0.0,0.5,10.0,18.0,2.0,13.366666666666667,6.683333333333334,0.7481296758104737,2.8
668,Joe Solecki,2.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,1.0,69.0,90.0,2.0,18.85,9.425,3.6604774535809015,15.1
669,Joe Soto,3.0,5.0,0.0,0.0,8.0,18.0,0.0,0.0,0.375,238.0,570.0,2.25,70.81666666666666,8.852083333333333,3.3607907742998355,7.466666666666667
670,Joe Stevenson,8.0,8.0,0.0,0.0,16.0,36.0,1.0,0.027777777777777776,0.5,307.0,731.0,2.25,164.55,10.284375,1.8656943178365237,52.48333333333334
